Name,Industry,Location,Csize,Website,Funding Stage,Funding Amount,Contact Numbers of decision-makers
Moneyboxx Finance,Financial Services,"Mumbai,India",51-200',http://www.moneyboxxfinance.com,undisclosed,₹100M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mirriad,Marketing And Advertising,"London,United Kingdom",51-200',http://www.mirriad.com,undisclosed,$67.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Jago,Financial Services,"Bandung,Indonesia",51-200',https://www.jago.com,undisclosed,$160M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Black Rock Mining,Mining And Metals,"Perth,Australia",11-50',https://blackrockmining.com.au,undisclosed,$7.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ooono,Consumer Electronics,"Copenhagen,Denmark",11-50',https://ooono.dk,undisclosed,€1.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kvasir Analytics,Information Technology And Services,"Cambridge,United Kingdom",1-10',https://kvasira.com,undisclosed,£1.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Aucta,Information Technology And Services,"Berlin,Germany",1-10',https://aucta.io,undisclosed,$554.8K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Blueloop,Computer Software,"Port-harcourt,Nigeria",1-10',https://blueloop.app,undisclosed,$77K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Depoly,Renewables And Environment,Switzerland,1-10',https://www.depoly.ch,undisclosed,$1.69414M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Presso,Apparel & Fashion,"Atlanta,United States",11-50',http://www.getpresso.co,undisclosed,$1.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Vise,Investment Management,"New York,United States",11-50',https://vise.com,undisclosed,$128M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Hooked Foods,Food & Beverages,"Stockholm,Sweden",1-10',https://www.hookedfoods.com,undisclosed,$600K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Neo Financial,Financial Services,"Calgary,Canada",51-200',https://www.neofinancial.com,undisclosed,CA$114M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Locanabio,Biotechnology,"San Diego,United States",11-50',https://www.locanabio.com,undisclosed,$155.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Arya Collateral Warehousing Services,Warehousing,"Noida,India",51-200',https://www.aryacma.co.in,undisclosed,$28.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cloudtrucks,Logistics And Supply Chain,"San Francisco,United States",11-50',https://cloudtrucks.com,undisclosed,$26.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cleartrace,Renewables And Environment,"Austin,United States",11-50',https://cleartrace.io,undisclosed,$4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Grin,Computer Software,"Sacramento,United States",51-200',https://grin.co,undisclosed,$19.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cosmos Video,Internet,"London,United Kingdom",1-10',https://www.cosmos.video,seed,$2.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Hashnode,Computer Software,"Dover,United States",11-50',https://hashnode.com,undisclosed,$8.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Lantern,Consumer Services,"New York,United States",1-10',https://www.lantern.co,undisclosed,$2.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Dash Systems,Aviation & Aerospace,United States,11-50',http://www.dashshipping.com,undisclosed,$8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Netguardians,Computer Software,Switzerland,51-200',http://www.netguardians.ch,undisclosed,$34.540576M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Uhnder,Semiconductors,"Austin,United States",51-200',http://uhnder.com,undisclosed,$45M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Sojourn,Hospitality,"Portland,United States",1-10',http://www.sojourn.ai,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
G.network,Telecommunications,"London,United Kingdom",51-200',http://g.network,undisclosed,$1.33089B,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Oliva Clinic,"Health, Wellness And Fitness","Hyderabad,India",51-200',https://www.olivaclinic.com,undisclosed,$1.352662M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Schuh,Retail,"Livingston,United Kingdom",1001-5000',http://www.schuh.co.uk,undisclosed,$25.27361M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Fast Group,Logistics And Supply Chain,"Cebu City,Philippines",201-500',https://www.fastlogistics.com.ph,private equity funding,$124.81506M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Arraco Global Markets,Financial Services,"London,United Kingdom",51-200',https://www.arraco.co.uk,undisclosed,$5.053487M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Vertiball,"Health, Wellness And Fitness","Fredericton,Canada",1-10',https://www.vertiball.com,undisclosed,$420K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
M1xchange,Financial Services,"Gurugram,India",11-50',https://www.m1xchange.com,undisclosed,$4.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Splinterlands,Entertainment,United States,1-10',https://splinterlands.com,undisclosed,$100K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mvb Bank,Banking,United States,201-500',http://mvbbanking.com,undisclosed,$114.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Magforce,Medical Devices,"Berlin,Germany",51-200',http://www.magforce.de,undisclosed,$20.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Verallia,Packaging And Containers,France,1001-5000',http://www.verallia.com,undisclosed,$421.34505M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Doctorpedia,"Health, Wellness And Fitness","Los Angeles,United States",11-50',https://www.doctorpedia.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Wurkr,Internet,"London,United Kingdom",11-50',https://wurkr.io,undisclosed,$179.786K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Solivus,Utilities,"London,United Kingdom",1-10',https://www.solivus.com,equity crowdfunding,$891.287K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Foodmarble,"Health, Wellness And Fitness","Dublin,Ireland",11-50',https://foodmarble.com,undisclosed,$8.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Foodybuddy,Food & Beverages,"Belagavi,India",11-50',https://www.foodybuddy.in,undisclosed,₹140M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Joycity,Information Technology And Services,"Seongnam-si,South Korea",51-200',https://www.joycity.com,undisclosed,$40M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Speedoc,Hospital & Health Care,"Singapore,Singapore",11-50',https://www.speedoc.com,undisclosed,$6.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Better Dairy,Food Production,"London,United Kingdom",1-10',http://betterdairy.co.uk,undisclosed,£1.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Onepipe,Information Technology And Services,"Lagos,Nigeria",-,https://onepipe.io,undisclosed,$1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Creditas,Financial Services,"So Paulo,Brazil",11-50',http://www.creditas.com.br,undisclosed,$569M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Settle Network,Financial Services,"Buenos Aires,Argentina",11-50',https://settlenetwork.com,undisclosed,$3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Artemis Technologies,Maritime,"Lisburn,United Kingdom",11-50',http://www.artemistechnologies.co.uk,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cambridge Vacuum Engineering,Mechanical Or Industrial Engineering,"South Cambridgeshire,United Kingdom",11-50',http://www.camvaceng.com,grant,£15M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cloud Native Computing Foundation (cncf),Information Technology And Services,"San Francisco,United States",51-200',https://www.cncf.io,undisclosed,$3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Mid America Pet Food,Consumer Goods,United States,11-50',https://www.mapf.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Detact Diagnostics B.v.,Biotechnology,Netherlands,1-10',http://www.detactdiagnostics.com,undisclosed,€2.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
The Lifetime Value Co,Internet,"New York,United States",51-200',https://www.ltvco.com,undisclosed,$150M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Senecio Robotics,Industrial Automation,"Tel Aviv-yafo,Israel",1-10',https://www.senecio-robotics.com,undisclosed,$13M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
German Bionic,Industrial Automation,"Augsburg,Germany",11-50',https://www.germanbionic.com,undisclosed,$23.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Cnote,Financial Services,"Oakland,United States",11-50',http://www.mycnote.com,undisclosed,$18.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Lendinghome,Financial Services,"San Francisco,United States",201-500',https://www.lendinghome.com,undisclosed,$240.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Clockworks Analytics,Computer Software,"Somerville,United States",11-50',https://clockworksanalytics.com,undisclosed,$10M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Eon Media Group,Entertainment,"Singapore,Singapore",1-10',http://eonmusicmedia.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Anviti Insurance Brokers,Insurance,"Bengaluru,India",51-200',https://www.anviti.in,undisclosed,₹100M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
National Braille Press,Publishing,"Boston,United States",11-50',https://www.nbp.org,undisclosed,$150K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Zetane Systems Inc.,Computer Software,"Montreal,Canada",11-50',https://www.zetane.com,undisclosed,CA$1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Addvalue Technologies,Telecommunications,"Singapore,Singapore",51-200',http://www.addvaluetech.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Alba Orbital,Aviation & Aerospace,"Glasgow,United Kingdom",11-50',http://www.albaorbital.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Spacechain,Information Technology And Services,"Singapore,Singapore",11-50',https://spacechain.com,undisclosed,$651.3K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Microstrategy,Computer Software,"Vienna,United States",1001-5000',http://www.microstrategy.com,undisclosed,$650M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Kontext Pty Ltd,Computer Software,"Sydney,Australia",1-10',https://kontext.com.au,undisclosed,$30K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Duke Cannon,Consumer Goods,"Minneapolis,United States",11-50',https://dukecannon.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Solactive,Financial Services,"Frankfurt,Germany",201-500',https://www.solactive.com,undisclosed,$60.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Orbex Space,Aviation & Aerospace,United Kingdom,11-50',https://orbex.space,undisclosed,$63.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Yield App,Financial Services,British Virgin Islands,11-50',https://www.yield.app,seed,$4.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ethereum Push Notification Service,Internet,"Singapore,Singapore",1-10',https://epns.io,undisclosed,$750K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Stuf,Consumer Services,"New York,United States",1-10',https://stufstorage.com,undisclosed,$1.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Triple,Internet,South Korea,11-50',https://triple-corp.com,grant,$9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Crowd Data Systems,Computer Software,"Chelmsford,United Kingdom",1-10',https://www.crowddatasystems.com,undisclosed,$500K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Firebolt,Computer Software,"Tel Aviv-yafo,Israel",11-50',https://www.firebolt.io,undisclosed,$164M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Flex Lighting,Consumer Electronics,"Chicago,United States",11-50',http://flexlighting.com,undisclosed,$28.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Bitso,Financial Services,"Mexico City,Mexico",51-200',https://bitso.com,undisclosed,$66.4M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Remix Therapeutics,Biotechnology,"Cambridge,United States",11-50',https://www.remixtx.com,undisclosed,$81M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ohmx.bio,Biotechnology,"Ghent,Belgium",51-200',https://ohmx.bio,undisclosed,$872.791K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
The Lawrence Partnership,Civil & Social Organization,"Lawrence,United States",1-10',https://www.lawrencepartnership.org,undisclosed,$600K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
University Of Oklahoma - Health Sciences Center,Higher Education,"Oklahoma City,United States",1001-5000',http://ouhsc.edu,grant,$5.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Wanloc,Information Technology And Services,"Siegen,Germany",1-10',https://wanloc.com,undisclosed,€15K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Ubiqd,Nanotechnology,United States,11-50',http://ubiqd.com,undisclosed,$9.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Rely,Information Technology And Services,"Singapore,Singapore",11-50',https://www.rely.sg,undisclosed,$74.77195M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Sightline Payments,Financial Services,"Las Vegas,United States",11-50',https://sightlinepayments.com,undisclosed,$3.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Tredence,Management Consulting,"San Jose,United States",501-1000',http://tredence.com,undisclosed,$30M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
No Fraud,Computer Software,"New York,United States",11-50',https://www.nofraud.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Papercup,Information Technology And Services,"London,United Kingdom",51-200',https://www.papercup.com,undisclosed,£10M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Wisekey,Computer & Network Security,"Geneva,Switzerland",51-200',http://www.wisekey.com,undisclosed,$214.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Sensyne Health,Biotechnology,"Oxford,United Kingdom",51-200',https://www.sensynehealth.com,undisclosed,£27.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Evolva,Biotechnology,Switzerland,51-200',http://www.evolva.com,undisclosed,$101.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Comino,Computer Hardware,"London,United Kingdom",11-50',https://comino.com,undisclosed,€516K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Sundae,Real Estate,"San Francisco,United States",51-200',https://sundae.com,undisclosed,$135.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
The E-plane Company,Aviation & Aerospace,"Chennai,India",11-50',http://eplane.ai,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
The New Shop,Retail,"Delhi,India",1-10',https://thenewshop.in,undisclosed,$720K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Tumble,Consumer Services,"San Francisco,United States",1-10',https://tumble.to,undisclosed,$250.5K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Catawiki,Internet,"Amsterdam,Netherlands",501-1000',http://www.catawiki.com,undisclosed,$289.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Artivatic.ai,Insurance,"Bengaluru,India",11-50',http://artivatic.ai,undisclosed,$135.938K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Chevin Fleet Solutions,Computer Software,"Amber Valley,United Kingdom",51-200',https://www.chevinfleet.com,undisclosed,$2.01444M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Fiscalnote,Information Technology And Services,"Washington,United States",201-500',http://www.fiscalnote.com,undisclosed,$210.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Havis,Automotive,"Warminster Township,United States",51-200',http://customers.havis.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Exclaimer,Information Technology And Services,"Rushmoor,United Kingdom",51-200',https://www.exclaimer.com,undisclosed,£123M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Nuts Finance,Information Technology And Services,Hong Kong,1-10',https://nuts.finance,undisclosed,$500K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Nanoracks,Aviation & Aerospace,United States,51-200',http://nanoracks.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Singlestore,Computer Software,"San Francisco,United States",51-200',https://www.singlestore.com,undisclosed,$318.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
"Freespira, Inc",Medical Devices,United States,11-50',https://freespira.com,undisclosed,$29.3M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Weaveworks,Computer Software,"London,United Kingdom",51-200',https://www.weave.works,undisclosed,$56.6M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Probe Metals,Mining And Metals,"Toronto,Canada",11-50',https://www.probemetals.com,undisclosed,$83.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Iou Financial,Financial Services,"Kennesaw,United States",51-200',http://ioufinancial.com,undisclosed,$2.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Pockit,Financial Services,"London,United Kingdom",11-50',http://pockit.com,undisclosed,£26.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Orbital Marine Power,Renewables And Environment,United Kingdom,11-50',https://orbitalmarine.com,undisclosed,$22.2M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Moby Bikes,Transportation/trucking/railroad,"Dublin,Ireland",1-10',https://www.mobybikes.com,undisclosed,$964.312K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Great Southern Mining,Mining And Metals,"Perth,Australia",1-10',https://www.gsml.com.au,undisclosed,$136K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Pigment,Computer Software,"Paris,France",11-50',https://gopigment.com,undisclosed,$25.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Newomics,Biotechnology,"Berkeley,United States",11-50',https://www.newomics.com,undisclosed,$15.7M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
4d Biomaterials,Medical Devices,"Nottingham,United Kingdom",1-10',https://4dbiomaterials.co.uk,undisclosed,£478K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Knit People,Financial Services,"Toronto,Canada",1-10',https://www.knitpeople.com,undisclosed,$234.147K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Bybr,Information Technology And Services,"Amsterdam,Netherlands",1-10',https://www.bybr.com,undisclosed,$455.251K,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Storage Solutions,Warehousing,United States,51-200',http://storage-solutions.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
F1 Payments,Financial Services,"Austin,United States",11-50',https://www.f1payments.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Foundation Sp,Information Technology And Services,"Manchester,United Kingdom",51-200',https://www.foundation-sp.com,undisclosed,$0M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Debugsbunny,E-learning,"Pune,India",1-10',https://www.debugsbunny.com,undisclosed,₹14M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Pinmeto,Computer Software,"Malm,Sweden",51-200',http://pinmeto.com,undisclosed,$7.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Envel,Banking,"Boston,United States",11-50',https://www.envel.ai,undisclosed,$3.9M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Graymatics,Computer Software,"Singapore,Singapore",1-10',http://graymatics.com,undisclosed,$1.8M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Genesis Therapeutics,Biotechnology,"South San Francisco,United States",11-50',https://www.genesistherapeutics.ai,undisclosed,$56.1M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
Infogrid,Information Technology And Services,"London,United Kingdom",11-50',https://infogrid.io,undisclosed,$15.5M,https://chrome.google.com/webstore/detail/mr-e-find-b2b-contacts-un/haphbbhhknaonfloinidkcmadhfjoghc
